5,14703E+12;AURELIANO M?QUINAS E SERVI?S LTDA - ME;AURELIANO M?QUINAS;Av. Manoel Fidelis, 319;;Antonio Holanda;62930000;LIMOEIRO DO NORTE;88 34234241;;"oficanaureliano@yahoo.com.br;";www.oficinaoaureliano.com.br;Francisca Veriana da Silva Maia;0 ?150000;Nao;Nao;10;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- cortadores, furadeiras, riscadores - m?uinas para uso em cer?icas
02205967000135;BARAM NORDESTE IND?TRIA DE EQUIPAMENTOS LTDA;BARAN NORDESTE;Rodovia BR 116, 2186;;Cajazeiras;60864012;FORTALEZA;85 34742222;;"cordenador@barannordeste.com.br;";;Aldeci Silva;0 ?150000;Sim;Nao;14;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- montagem e fabrica?o de elevantadores de cremalheira
4,63688E+12;BRASIMEC - IND?TRIA E COM?CIO LTDA;BRASIMEC;Rodovia BR 116, S/N - Km 18;;Parque Dom Pedro;61880000;ITAITINGA;85 32751632;85 32502121;"brasimec@hotmail.com;";;Maur?io Farina;1500001 ?3000000;Nao;Nao;30;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- silos de armazenagem - esteira transportadora
1,88899E+11;BURROWS LTDA;BURROWS DO BRASIL;Av. Rui Barbosa, 1691;Sala 17;Aldeota;60150161;FORTALEZA;85 32135410;;;;Paulo Tomas Escher;0 ?150000;Nao;Nao;4;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- equipamento de pesquisa
6,35434E+13;CAFFOR IND?TRIA DE M?QUINAS LTDA;CAFFOR;R. Alves Lima, 1210;;Colonia;60337350;FORTALEZA;85 32821807;;"caffor@hotmail.com;";;Iranildo Pereira Miranda;0 ?150000;Nao;Nao;11;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Equipamentos para as ind?strias de alimentos - Maquinas para refrigera?o
7,36738E+12;CCV - CHRISTMAS COMUNICA?O VISUAL LTDA - ME;CHRISTMAS;Av. Rui Barbosa, 1837;;Aldeota;60115221;FORTALEZA;85 32618749;;"contato@christmas.com.br;";;Henrique Vieira;0 ?150000;Nao;Nao;15;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- banner - bordados computadorizados - fresadoras de madeira, corti?, osso, etc.
23562044000100;E A FRIO REFRIGERACAO INDUSTRIA E COMERCIO LTDA-ME;E A FRIO REFRIGERA?O;Vila Joaima, 68;;Barra do Cear?60332530;FORTALEZA;85 34855287;;"friorefrigeracao@hotmail.com;";;Pedro Cosmo Paulo da Silva;0 ?150000;Nao;Nao;4;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- bloco de gelo - c?aras frigorificas - f?rica de gelo
4,79873E+12;E. M. R. MOREIRA VIDROS;E.M.R.;Av. I, 103;;Jereissati I;61900410;MARACANAU;85 88475340;;"emrvidro@uol.com.br;";;Emerson Marcondes Rocha Moreira;0 ?150000;Sim;Nao;4;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- box para banheiros - grades - port?es
5,68646E+12;E.V.ALBUQUERQUE METAL?GICA;INDUSLEVI;Rodovia BR 222 Km 06, 8417;;Parque Tabapu?61634000;CAUCAIA;85 32852101;;"induslevi@uol.com.br;";;Edmilson Vieira Albuquerque;0 ?150000;Nao;Nao;28;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- pe?s Ind?striais para f?ricas de cer?icas - pe?s industriais, ventiladores, alumina cer?ica
04020809000136;ELEVADORES ALPHA DE FORTALEZA LTDA;ELEVADORES ALPHA;R. Dr. Jos?Louren?, 3360;;Joaquim T?ora;60115282;FORTALEZA;85 32577878;;"mariorenan@alfhaelevadores.com.br;";;Mario Renan Pinto Mendon?;0 ?150000;Sim;Nao;13;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- elevadores e monta-cargas - fornecimento e/ou instala?o de elevadores - transportadores elevadores autom?icos de deslocamento horizontal
7,7779E+12;ESC?IO CONSTRU?ES SERVI?S E REPRESENTA?ES LTDA;ESC?IO SERVI?S;R. Santos Dumont, 3131 Sala 221;;Aldeota;60150162;FORTALEZA;85 30632774;;"patriia@escocio.com.br;";;Yuri Esc?io;0 ?150000;Nao;Nao;200;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- material de constru?o em geral - outras m?uinas e aparelhos para obras p?blicas, constru?o civil, etc
05602689000148;FABRI - F?BRICA BRASILEIRA DE IMPLEMENTOS LTDA - ME;;R. Silvio Antonio, S/N Lotes 7, 8, 21 e 22;;Novo Maranguape;61940000;MARANGUAPE;85 34946196;;;;Jayme Moreira;0 ?150000;Nao;Nao;6;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uinas e aparelhos para ind?stria de a?car - m?uinas e apars. para prepara?o de alimentos, ra?es paraanimais
07281413000130;FAE FERRAGENS E IND?TRIA DE HIDR?ETROS S/A;;Rod. BR 116, 2363;Km 13;Messejana;60532610;FORTALEZA;85 40051700;85 40051794;"meiry@fae.com.br;";www.fae.com.br;Cristiane Freitas B. Lima;12000001 ?25000000;Nao;Nao;318;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- registros - v?vulas
2,37446E+13;FAZAGUA IND?TRIA E COM?CIO DE BOMBAS LTDA.;FAZAGUA;R. Nordica, 101;;Parque Novo Mondubim;60765220;FORTALEZA;85 32962778;;"padufazagua@hotmail.com;";;Paduiri Borba;0 ?150000;Nao;Nao;14;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- outras bombas p/liquidos
6,86729E+12;FLEXART IND?TRIA DE CLICH? LTDA;FLEXART;Av. Omar Coelho, 465;;Distrito Industrial;62880000;HORIZONTE;85 33361616;;"0711.gerecia@bradesco.com.br;";;Rafael Marques;0 ?150000;Nao;Nao;30;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- artes finais e fotolitos, cabedais para tamancos, clich?, etiquetas, g?peas para chinelos - plana rotativa, corte vinco, clich?
07034398000126;FORTAL MAR?IMA COM?CIO E SERVI?S METAL?GICOS LTDA - ME;FORTAL MAR?IMA;R. Tit? 163;;Cais do Porto;60180190;FORTALEZA;85 32636713;;"fortalmaritima@gmail.com;";;Wilton Ramos Carneiro;0 ?150000;Nao;Nao;9;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uinas de equilibrar pe?s mec?icas
9,36267E+12;FRANCISCA VANUSIA DE LIMA- ME;EQUIPAK;Av. Placido Castelo, 2379 T;T?reo;Centro;63900000;QUIXADA;88 34121855;;"equipak_@hotmail.com;";;Francisca Vanusia de Lima;0 ?150000;Nao;Nao;1;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- equipamentos agricolas e avicolas
5,56151E+12;FRANCISCO DE ASSIS FERREIRA DA SILVA - ME;PLAMALT;R. Coronel Joaquim Leit?, 890;Fundos;Antonio Bezerra;60360840;FORTALEZA;85 32351575;;"plamalt@yahoo.com.br;";;Francisco de Assis Ferreira;0 ?150000;Nao;Nao;3;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- equipamentos pra castanha - M?uinas em geral
1,08029E+13;H.C.RIBEIRO DE OLIVEIRA CORREIA-ME;MAX TURBO VENTILADOR;R. 11, 98;;Maraponga;(Vazio);FORTALEZA;85 34675035;85 (Vazio);"maxventiladores@yahoo.com.br;";;Helen Cristina Ribeiro de Oliveira;0 ?150000;Nao;Nao;6;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- ventiladores turbo industrial
4,85088E+12;ICONE ELEVADORES - EPP;ICONE ELEVADORES;R. Monsenhor Bruno, 2500;;Joaquim T?ora;60115191;FORTALEZA;85 32463545;;"neide@iconeelevadores.com.br;";www.iconeelevadores.com.br;Elpidio Brigido Filho;1500001 ?3000000;Nao;Nao;48;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- elevadores e monta-cargas
6,29238E+12;IND?TRIA DE CARROCERIAS S? PAULO LTDA - ME FILIAL;CARROCERIA S? PAULO - FILIAL;Parque Norte II, 169;;Distrito Industrial;60842395;MARACANAU;85 34740145;;"implementossaopaulo@uol.com.br;";;F?io Fontes de Oliveira;0 ?150000;Nao;Nao;110;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- implemento
7,3749E+12;IND?TRIA E COM?CIO PARA CLICH? LTDA - ME;CLICHERIA;R. do Ros?io, 151, T?reo;;Centro;60055090;FORTALEZA;85 32213512;;"clicheria@hotmail.com;";;Fernanda Arruda;0 ?150000;Nao;Nao;2;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Encaderna?o - plana rotativa, corte vinco, clich? - plastifica?o
05677406000127;INDUSTRIA TABULEIRENSE DE MAQUINAS LTDA ME;ITAMAQ;R. Francisco Conselho da Silva, 2905;;8 de Junho;62960000;TABULEIRO DO NORTE;85 34241168;;"itamaq@hotmail.com;";;Valverandes Alencar Meneses;0 ?150000;Nao;Nao;7;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uinas para cer?icas
5,99676E+12;ITALIAN COFFEE DO BRASIL IND?TRIA E COM?CIO E LOCA?O DE M?QUINAS LTDA;ITALIAN COFFEE;Av. Aboli?o, 3242;Loja 01;Meireles;60165081;FORTALEZA;85 32420001;;"italiancofee.ce@netbandalarga.com.br;";www.italiancoffee.com.br;Carlos Augusto Texeira;0 ?150000;Sim;Nao;4;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- M?uinas em geral
5,94074E+12;J A BRAGA RET?ICA - ME;RET?ICA JADIESEL;Av. Mister Hull, 4135, T?reo;;Presidente Kennedy;60356000;FORTALEZA;85 32353890;;"retificajadiesel@gmail.com;";;Gleidisson Braga;0 ?150000;Nao;Nao;10;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- ret?ica de motores
8,0966E+12;J. M. DE VASCONCELOS SILVA - ME;FORTALMAG;R. Jaca?na, 324;;Barra do Cear?60332530;FORTALEZA;85 34850663;;"administracao@fortalmag.com.br;";www.fortalmag.com.br;Jos?Tavares;0 ?150000;Nao;Nao;4;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uinas agr?olas
7,59257E+12;J. RAIMUNDO DE SOUSA - ME;RET?ICA DE MOTORES OMEGA;Av. Godofredo Maciel, 5923;;Mondubim;60710683;FORTALEZA;85 34670241;;"retificaomega@yahoo.com.br;";;Jos?Raimundo de Sousa;0 ?150000;Nao;Nao;5;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- outras partes para motores diesel ou semidiesel - ret?ica de motores
1,07159E+13;JANARDA GADELHA DO REGO;MAIS FRIO;R. Bar? de Aratanha, 336;;Centro;60050070;FORTALEZA;85 32527020;;"financeiromaisfrioservice@gmail.com;";;Janarda Gadelha do Rego;0 ?150000;Nao;Nao;2;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Ar-condicionado - instala?o - tubula?o el?rica
6,33728E+13;JOSE HUMBERTO MARQUES FERREIRA ME;INPREMARQ;Av. Joao Alves Rocha, 792;;Semin?io;63113080;CRATO;88 35213654;;;;Jose Humberto Marques Ferreira;0 ?150000;Nao;Nao;9;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Ferramentas de fresar de topo e de metais comuns
4,14311E+13;JOSE MARCONDES JOVINO DE SOUZA- EPP;METALURGICA JOVINO;R. Otavio Paranhos, 750;;Jardim Iracema;60341510;FORTALEZA;85 32281160;;"metalurgica-jovino@bol.com.br;";;Jos?Marcondes Jovino;0 ?150000;Nao;Nao;40;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- ?marios, geladeiras, mesas met?icas
06557839000101;KENT FRIO COM?CIO E IND?TRIA DE REFRIGERA?O LTDA;KENT FRIO;R. Cariria?, 696 A;;Monte Castelo;60326380;FORTALEZA;85 32815279;;"kent.frio@yahoo.com.br;";;Eduardo Malma Gomes;0 ?150000;Nao;Nao;10;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- balc? - bebedouro - vitrine
5,01387E+12;LEONEL DOS SANTOS SALVADOR - ME;FRIGOR?ICO S? PAULO;R. Alberto Montezuma, 480;;Vila Uni?;60410770;FORTALEZA;85 32729685;;;;Leonardo dos Santos Salvador;0 ?150000;Nao;Nao;3;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uinas e aparelhos para prepara?o de carnes
7,81981E+12;LOC FAMA LTDA;LOC FAMA;Av. Alberto Craveiro, 2683;;Castel?;60861211;FORTALEZA;85 32954755;;"diretor@locfama.com.br;";www.locfama.com.br;Almiro J?nior;0 ?150000;Nao;Sim;300;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- empilhadeiras
5,97795E+12;LUIZ CARLOS DE QUEIROZ LIMA - ME;RENOVADORA DE PNEUS;Rodovia BR 116 Km 12, 3033;;Paupina;60850015;FORTALEZA;85 32743433;;"renovadoralider@gmail.com;";;Luiz Carlos de Queiroz Lima;0 ?150000;Sim;Nao;13;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- pneus usados de borracha
8,51352E+12;M. J. L. SAMPAIO - ME;NAVALHA VIT?IA;R. Major Barreto, 440;;Centro;62600000;ITAPAGE;85 33460759;;"navalhavitoria@hotmail.com;";;Maria Jos?Lopes Sampaio;0 ?150000;Nao;Nao;2;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- industrializa?o de navalha para m?uina t?til
5,32501E+12;MAKRO ENGENHARIA;MAKRO ENGENHARIA;Rodovia BR 116, 4921;Km 14;Paupina;60873815;FORTALEZA;85 34443000;85 34443000;"makro@makroengenharia.com.br;";www.makoengenharia.com.br;Fernando Rodrigues;0 ?150000;Nao;Nao;1300;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- guindastes de portico - cabreas e outros guindastes - caminh?es guindastes
4,8896E+12;MARIA ANGELI PUCCI ALMEIDA;MAPA;Travessa Santa Luzia, 440;;Tabapuazinho;61634230;CAUCAIA;85 32238271;;"mataequipamentos@hotmail.com;";;Francisco Carlos Pucci Almeida;0 ?150000;Nao;Nao;7;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- fabrica?o de equipamentos de acess?ios para seguran? pessoal
2,39296E+12;MARIA MARGARETE CAVALCANTE COELHO;PROA? - COM?CIO E IND?RIA;Av. St?io Gomes, 243;;Centro;61940070;MARANGUAPE;85 33411145;;"proaco@hotmail.com;";;Jos?Ivanildo Coelho;0 ?150000;Nao;Nao;15;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- pe?s e acess?ios - presta?o de servi?
7,26455E+12;MARISTELA RIBEIRO DE OLIVEIRA;MAXTURBO VENTILADORES;R. Bernardo Manoel, 7515;PROXIMO AO AEROPORTO;Serrinha;60874095;FORTALEZA;85 34675035;;"maxventiladores@yahoo.com.br;";;Maristela Ribeiro de Oliveira;0 ?150000;Nao;Nao;8;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Fabrica?o de m?uinas de ventila?o para ind?strias - pe?s e acess?ios - ventiladores em geral
1,20485E+13;MARTINS & FILHOS IND?TRIA ,COM?CIO E SERVI?S DE M?QUINAS;ORANGEXPRESS;Av. Presidente Castelo Branco, 3026;;Jacarecanga;60312060;FORTALEZA;85 32191896;;"martinsefilhos1@gmail.com;";;Sonia Govea Lima;0 ?150000;Nao;Nao;4;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uina de sucos citricos - m?uina expremedora de suco de laranja
9,18743E+12;METALURGICA ALUMISUL LTDA - ME;FERRALPI;Av. Washigton Soares, 5290;;Cambeba;60822142;FORTALEZA;85 32787878;85 34591414;"ferralpi.ws@bol.com.br;";;Alison Correia;0 ?150000;Nao;Nao;3;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- janelas de aluminio - material para andaimes
3,5249E+13;NACIONAL ELEVADORES LTDA - ME;;R. Antonio Augusto, 2008;;Aldeota;60110371;FORTALEZA;85 32536822;;"nacionalelevadores@ig.com.br;";;Manoel Isaias Filho;0 ?150000;Nao;Nao;2;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- ferro
9,54029E+12;NEW PILATES FABRICA?O DE APARELHOS FISIOTERAPICOS LTDA- ME;NEW PILATES;R. Morara, 47;;Paupina;60872690;FORTALEZA;85 32328575;;"adm@newpilates.com.br;";www.newpilates.com.br;Dante Alvez Teixeira;0 ?150000;Nao;Nao;22;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- aparelhos para compensar defici?cias ou enfermidades
1,0895E+13;PROJEINOX IND?TRIA E COM?CIO DE REFRIGERA?O;PROJEINOX;R. Caio Prado, 3000;;Parque Potira;61648320;CAUCAIA;85 32261869;;"projeinox.ind@hotmail.com;";;Rodrigo Rodrigues Viana;3000001 ?6000000;Nao;Nao;15;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Freezer - Ventiladores
6,34936E+13;R G BARRETO & FILHO LTDA ME;OFICINA RAIMUNDO;R. Cipriano Maia, 473;;Centro;62940000;MORADA NOVA;88 34221205;88 34221205;"rgbarreto2013@yahoo.com.br;";;Raimundo Galdino Barreto Filho;0 ?150000;Nao;Nao;5;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Carretas para tratores - Implementos agr?olas - Reboques para motos e carros
5,00516E+12;RAMAQ EMPILHADEIRAS LTDA - ME;RAMAQ EMPILHADEIRAS;R. S? Jo?, 325;;Bom Sucesso;60545495;FORTALEZA;85 32333444;;"ramaqempilhadeiras@yahoo.com.br;";;Reginaldo Oliveira dos Santos;0 ?150000;Nao;Nao;5;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- fabrica?o de m?uinas - m?uinas de equilibrar pe?s mec?icas - m?uinas de m?-de-obra
5,95471E+12;RECFRIO IND?TRIA E COM?CIO DE PRODUTOS PARA REFRIGERA?O LTDA - ME;RECFRIO;R. das Pedrinhas, 565;;Geniba?;60534030;FORTALEZA;85 32941132;;"anaparente@recfrio.com.br;";www.recfrio.com.br;Paulo Carlos da Silva;0 ?150000;Nao;Nao;20;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- balc?es frigor?icos - m?uinas e aparelhos de refrigera?o e ventila?o para uso industrial e comercial - outros refrigeradores, vitrinas, balc?es, etc. para produ?o de frio
12456604000126;RODRIGO RODRIGUES VIANA - ME;;R. Antonio Pompeu, 1381;;Centro;60040001;FORTALEZA;85 39872239;;;;Rodrigo Rodrigues Viana;0 ?150000;Nao;Nao;2;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- fabrica?o de m?uina de refrigera?o
4,14265E+13;SANGATI BERGA S.A.;SANGATI BERGA;Travessa Sangati, 101;;Alvaro Weyne;60340494;FORTALEZA;85 33914555;;"info@sangatiberga.com.br;";;Luca Baldasso;25000000 ?50000000;Nao;Nao;210;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- m?uinas para moagem e beneficiamento de gr?s
6,14325E+13;SINGER DO BRASIL IND?TRIA E COM?CIO LTDA;SINGER DO BRASIL;Av. Padre Cicero 3785;Km 8;S? Jos?63041140;JUAZEIRO DO NORTE;88 21012006;;;;Luis Gustavo Caetano;0 ?150000;Nao;Nao;30;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Maquinas e aparelhos de costurar cadernos,c/aliment.automat - M?uinas p/costurar couros ou peles,nao automaticas - M?eis,bases e tampas,p/maquinas de costura,suas partes
61432506034069;SINGER DO BRASIL IND?TRIA E COM?CIO LTDA;SINGER;R. Manoel Cassimiro, 89;;S? Jos?63041180;JUAZEIRO DO NORTE;88 21012038;;;www.singer.com.br;Luiz Gustavo Caetano;0 ?150000;Nao;Nao;8;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- M?uinas de costura dom?ticas
8,4661E+13;SINGER DO NORDESTE LTDA - INV?LIDA;SINGER DO BRASIL;Av. Padre C?ero, 3785;;S? Jos?63041140;JUAZEIRO DO NORTE;88 35713050;;"ppsa@singer.com.br;";;Luis Gustavo;0 ?150000;Nao;Nao;300;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- M?uina de costura dom?tica
6,0724E+12;SINGER JUAZEIRO IND?TRIA E COM?CIO DE M?QUINAS LTDA;SINGER;R. Manoel Cassimiro, 89;;S? Jos?63041180;JUAZEIRO DO NORTE;19 21074702;;;;Maria L?cia;0 ?150000;Nao;Nao;30;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- equipamentos industriais - fabrica?o de m?uinas
7,80963E+12;SK IND?TRIA E COM?CIO DE BOMBAS HIDR?ULICAS LTDA;SK BOMBAS;Rodovia BR 116 Km 185 S/N;Lote 01 e 02;Espinho;62930000;LIMOEIRO DO NORTE;85 32683709;;"skbombas@gmail.com;";www.skbombas.com.br;Ricardo Lopes de Castro Alves;0 ?150000;Sim;Nao;35;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- eletrobombas submers?eis - ligas de cobre-estanho (bronze) em forma bruta - outras bombas centr?ugas
2,23006E+12;T. R. DA SILVA TERMOMEC?ICA LTDA - ME;AUTOTERM;R. Belos Portos, 665;;Passar?60862280;FORTALEZA;85 32954000;;"autoterm@autoterm.com.br;";www.autoterm.com.br;Roberto Maciel Campos;0 ?150000;Nao;Nao;5;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- caldeiras - queimadores - sistema e refrigera?o
1,22333E+13;TERMISA INDUSTRIAL S.A;TERMISA IND?TRIAL;Av. Parque Sul, S/N;;Distrito Industrial;61939000;MARACANAU;85 32153299;;"termisa@termisa.com.br;";www.termisa.com.br;Guilardo Goes Ferreira Gomes;1500001 ?3000000;Nao;Nao;100;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- balc?es - Freezer
5,97045E+13;TOLEDO DO BRASIL IND?TRIAS BALANCAS;TOLEDO DO BRASIL;R. Padre Moror? 915;;Centro;60015220;FORTALEZA;85 33918100;85 33918150;;www.toledobrasil.com.br;Wagner Pereira;800001 ?1500000;Nao;Nao;1500;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- Balan?s comercias - Balan?s rodovi?ias - Sistemas de pesagem
5,60294E+12;TRANA CONSTRU?ES LTDA;TRANA CONSTRU?ES;Rodovia BR 116 Km 09, 10000, B Sala01;;Jangurussu;60870812;FORTALEZA;85 40061291;;;;Santiago Bezerra;0 ?150000;Nao;Nao;15;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- agulhas para m?uinas de costura
1,17706E+13;USITECNO SERVICOS DE USINAGEM TECNOLOGICA LTDA;USITECNO;R. Tijubana, 130;;Planalto Cidade Nova;61930010;MARACANAU;85 34632063;;"usitecno.faturar@hotmail.com;";;Edmundo Pereira Barbosa;0 ?150000;Nao;Nao;25;FABRICA?O DE M?QUINAS E EQUIPAMENTOS;- pe?s Industriais
